count,id,lat,lon
2,063045011480,38.466,-122.773
2,063140004867,39.321,-123.105
2,063174004910,33.021,-117.207
2,063198010443,40.184,-122.245
2,063271005085,35.422,-119.254
2,063311011731,38.417,-121.528
2,063321005164,37.638,-120.619
2,063432011390,32.71,-117.127
2,063441005592,37.752,-122.405
2,063588001222,32.865,-116.972
2,063801013713,37.996,-121.292
2,064158012499,38.578,-121.531
2,064206003032,36.694,-119.854
2,064230006922,40.304,-121.009
2,064242006935,40.629,-121.911
2,069101708131,36.953,-120.034
2,069103609251,36.988,-122.039
2,069110208554,39.934,-120.911
2,080000100214,38.814,-102.354
2,080001901743,39.655,-102.624
2,080201000022,37.406,-104.654
2,080222000041,39.745,-103.03
2,080234006424,39.753,-104.866
2,080273000167,39.033,-104.295
2,080285000177,37.751,-106.113
2,080288000180,38.111,-103.51
2,080303000219,39.233,-107.997
2,080315000278,37.851,-106.925
2,080336006547,39.731,-104.995
2,080339000430,37.476,-108.494
2,080351000458,38.484,-102.782
2,080384000502,39.224,-105.999
2,080429000592,38.06,-102.306
2,080447001600,38.554,-106.937
2,080504000826,38.767,-102.792
2,080528000870,39.269,-103.689
2,080534000894,40.351,-102.852
2,080555002007,39.863,-104.958
2,080555006672,39.832,-104.986
2,080567000971,38.828,-104.093
2,080588001011,38.132,-108.295
2,080597001018,38.024,-107.669
2,080600001020,40.964,-102.387
2,080615001071,38.076,-104.978
2,080621001089,38.153,-107.765
2,080639001113,37.257,-105.908
2,080642001115,37.678,-105.88
2,080657001136,37.812,-107.666
2,080672001157,40.616,-103.803
2,080693001198,38.47,-102.217
2,080705001209,40.732,-106.277
2,080714001217,40.35,-103.968
2,080720001226,38.136,-105.462
2,080726001255,37.128,-104.793
2,080741001270,39.789,-103.517
2,090255000487,41.346,-73.231
2,090327000693,41.683,-71.931
2,100018000041,39.118,-75.488
2,100081000059,38.552,-75.571
2,110003000478,38.898,-76.976
2,110003000481,38.929,-76.966
2,120003007457,29.667,-82.313
2,120039007484,25.807,-80.21
2,120039007938,25.78,-80.239
2,120039008574,25.76,-80.441
2,120042003840,27.14,-81.798
2,120060000850,30.623,-84.399
2,120066004849,27.084,-81.083
2,120087007556,28.002,-82.124
2,120108001123,26.717,-81.61
2,120150008368,26.866,-80.124
2,120150008535,26.667,-80.086
2,120177004149,27.443,-80.355
2,120201102908,30.765,-85.254
2,129999201212,29.914,-81.315
2,129999205580,27.997,-82.415
2,130051003757,33.713,-85.118
2,130081000318,32.362,-82.051
2,130120002833,31.621,-85.043
2,130126002106,31.044,-82.772
2,130180002075,32.185,-83.766
2,130366001368,31.191,-84.713
2,130375002417,32.194,-82.58
2,130459002195,32.052,-84.753
2,130477002435,32.187,-82.108
2,130486001657,31.754,-84.418
2,130489002342,30.859,-83.952
2,130510001699,32.413,-82.64
2,130513002465,34.538,-85.325
2,130570002450,34.877,-84.985
2,160063000120,44.516,-116.046
2,160081000159,46.061,-116.347
2,160123000219,42.958,-115.31
2,160150000506,43.909,-116.202
2,160174000302,47.399,-116.67
2,160207000836,43.379,-116.531
2,160228000404,47.469,-115.798
2,160252000445,46.435,-115.888
2,160294000512,42.929,-114.402
2,160340000280,43.841,-112.445
2,160348000530,43.678,-116.905
2,170000105116,42.312,-90.271
2,170004505239,37.742,-88.277
2,170010205345,38.947,-90.588
2,170011006313,42.315,-87.854
2,170011305388,40.203,-89.708
2,170018202670,37.848,-88.932
2,170021703615,37.968,-89.059
2,170032105921,40.943,-90.748
2,170033206064,40.128,-90.565
2,170138505931,40.411,-91.135
2,170140301978,39.451,-89.781
2,170140304067,39.507,-89.768
2,170141304533,40.665,-90.43
2,170141700349,38.324,-88.743
2,170141802290,39.97,-87.822
2,170141806372,39.97,-87.824
2,170405000090,41.783,-87.805
2,170558000229,38.495,-89.94
2,170660004551,39.754,-90.536
2,170804006210,38.561,-90.129
2,170864000505,37.765,-89.08
2,170940004571,42.01,-89.883
2,170993005930,41.867,-87.726
2,171029004573,40.571,-87.892
2,171034001251,38.684,-88.351
2,171083001322,39.841,-90.372
2,171098004583,38.187,-89.606
2,171203001456,40.129,-88.688
2,171206004601,40.366,-89.548
2,171224001477,39.058,-88.382
2,171242006230,41.617,-87.567
2,171248004609,37.367,-89.162
2,171281004613,42.433,-89.334
2,171341004622,39.66,-89.388
2,171359001655,37.228,-89.324
2,171510004881,41.058,-89.051
2,171614001939,41.175,-90.045
2,171656004398,40.769,-89.45
2,171752005952,42.33,-88.092
2,171820004656,37.47,-88.29
2,171996002252,40.575,-89.807
2,172079002370,39.55,-87.941
2,172130002403,42.089,-88.842
2,172163002428,41.795,-87.875
2,172253002509,42.377,-89.815
2,172271002518,40.645,-88.78
2,172277002523,39.886,-91.108
2,172364004710,38.659,-90.164
2,172397002621,38.686,-90.144
2,172475002682,40.036,-88.961
2,172568002777,39.832,-90.555
2,172814005859,41.488,-87.945
2,173078003200,39.607,-87.674
2,173093003221,39.594,-89.576
2,173102004790,42.267,-89.829
2,173195004862,40.728,-89.645
2,173285003402,42.109,-87.947
2,173499003664,42.385,-88.102
2,173561004827,42.475,-90.251
2,173582003021,41.309,-88.608
2,173597000455,41.771,-88.771
2,173909003965,39.257,-88.197
2,174008004865,38.31,-90.278
2,174074004094,42.494,-89.991
2,174175004180,38.427,-89.548
2,174206004204,41.228,-89.925
2,174245004267,40.927,-90.022
2,174248004272,39.95,-89.549
2,174380004348,37.933,-89.059
2,180011801857,39.877,-87.212
2,180084000156,39.279,-87.11
2,180096002190,39.203,-86.245
2,180123000201,38.825,-86.172
2,180141000206,40.912,-86.283
2,180264002111,39.682,-86.248
2,180315000413,40.473,-85.972
2,180462000780,41.558,-87.28
2,180663001626,39.129,-85.128
2,180777001324,38.367,-87.581
2,180960001572,38.947,-84.861
2,180972001589,40.415,-86.598
2,180981000347,38.616,-86.106
2,181026001640,40.647,-84.958
2,181206001892,38.798,-85.836
2,190002300835,42.874,-95.149
2,190309000006,41.521,-94.584
2,190322001937,42.833,-96.549
2,190330000025,42.15,-91.62
2,190345000042,42.755,-92.801
2,190375000081,42.579,-92.886
2,190378000085,42.075,-95.101
2,190402000013,42.714,-95.429
2,190408000101,41.47,-95.342
2,190408001688,41.48,-95.222
2,190438000113,41.827,-93.149
2,190456000120,40.671,-94.723
2,190495000743,41.213,-92.432
2,190575000176,43.389,-93.948
2,190597000201,42.751,-93.369
2,190690000297,40.748,-93.741
2,190693000303,40.576,-91.515
2,190696000306,43.419,-96.169
2,190738000346,42.735,-93.729
2,190858000484,41.587,-90.767
2,190906000593,40.807,-94.344
2,190912001207,42.57,-92.619
2,190960000629,41.604,-90.912
2,191005000640,41.495,-94.124
2,191011000642,42.476,-91.737
2,191104000682,40.83,-95.309
2,191107000686,43.405,-94.837
2,191125000673,41.591,-95.056
2,191212000745,40.885,-95.669
2,191223001961,42.507,-95.412
2,191233000752,43.095,-93.61
2,191248001010,43.442,-95.881
2,191260000210,42.727,-94.439
2,191275000771,42.062,-94.728
2,191335000806,42.785,-91.096
2,191434000429,42.401,-92.453
2,191488000912,41.904,-95.058
2,191518000913,42.65,-92.459
2,191521000651,42.03,-94.233
2,191575000942,42.548,-95.869
2,191611000963,43.415,-93.532
2,191662000991,40.876,-94.557
2,191755001018,41.485,-91.426
2,191803001964,41.582,-92.843
2,191848000079,42.385,-95.87
2,191875001096,41.375,-93.739
2,191980001163,40.689,-92.674
2,192010001180,41.039,-93.954
2,192019001360,42.844,-92.537
2,192034001205,43.059,-92.319
2,192058000712,42.605,-94.998
2,192076001235,43.148,-93.004
2,192082001242,42.291,-91.661
2,192083001887,43.384,-94.313
2,192100001258,42.188,-92.467
2,192181001298,41.2,-94.412
2,192238001338,42.16,-94.476
2,192412001405,42.809,-95.965
2,192415001409,43.355,-92.553
2,192496001430,43.051,-92.933
2,192505001966,43.132,-94.902
2,192520001440,43.374,-92.917
2,192541001451,42.164,-95.428
2,192562001464,40.681,-93.116
2,192607000702,40.718,-95.478
2,192607001478,40.749,-95.359
2,192667001551,40.621,-95.12
2,192679001562,43.143,-91.763
2,192724001588,40.985,-95.101
2,192802001635,41.453,-92.335
2,192811001639,43.11,-92.035
2,192928001676,40.93,-94.975
2,193072001042,42.934,-94.682
2,193102001806,43.392,-96.43
2,193162001841,42.127,-96.156
2,193183001851,41.127,-91.44
2,193195001863,42.484,-96.068
2,200000100523,38.709,-97.51
2,200001400453,38.464,-95.192
2,200002801828,39.823,-97.055
2,200002901830,39.788,-98.213
2,200034801052,39.74,-95.238
2,200034801963,39.741,-95.239
2,200034900614,38.821,-98.473
2,200035001312,39.964,-95.972
2,200035100933,39.764,-94.952
2,200321000212,38.52,-95.957
2,200438000743,37.033,-97.61
2,200447000405,39.508,-98.545
2,200450000443,37.106,-96.501
2,200456000830,39.725,-96.133
2,200477001786,37.516,-95.166
2,200510000643,39.567,-97.666
2,200519001270,37.54,-100.63
2,200540000004,37.982,-101.138
2,200552001244,37.182,-96.716
2,200594000602,38.405,-96.183
2,200600000003,37.47,-95.352
2,200636001385,37.074,-94.634
2,200672001015,37.585,-99.476
2,200687000877,37.983,-96.159
2,200768001272,37.828,-100.451
2,200807000631,37.458,-97.847
2,200813000234,37.017,-98.482
2,200891000607,39.666,-99.574
2,200972000053,37.321,-101.204
2,201047000396,39.25,-99.565
2,201108000392,37.735,-97.56
2,201191000710,38.004,-98.759
2,201260001048,38.857,-99.145
2,201290000171,38.865,-101.964
2,210036000059,39.049,-84.555
2,210048000077,37.579,-84.294
2,210078000158,37.752,-84.762
2,210090002265,38.965,-84.389
2,210129000262,37.834,-86.632
2,210195001671,37.507,-82.816
2,210213001609,38.785,-84.892
2,210375000958,37.737,-83.073
2,210381000971,36.859,-88.353
2,210396001009,37.04,-88.666
2,210399001805,36.707,-84.464
2,210486001215,36.764,-83.698
2,210579000878,36.83,-84.852
2,220018001864,30.566,-93.234
2,220051000623,32.046,-93.683
2,220057000453,32.796,-91.185
2,220114000836,31.761,-93.087
2,230828000226,45.661,-68.706
2,231152000474,44.551,-69.27
2,231158000989,45.322,-69.042
2,231453000288,45.028,-69.299
2,231470001039,43.263,-70.84
2,231476100794,45.194,-69.227
2,231476501026,44.022,-70.966
2,240006000107,39.123,-76.628
2,240009001665,39.31,-76.678
2,240042000734,39.148,-76.879
2,250354001772,42.394,-71.037
2,250423002032,42.071,-71.705
2,250423002791,42.071,-71.707
2,250501000868,42.052,-71.418
2,250501001694,42.109,-71.397
2,250624001302,42.205,-71.423
2,250666002717,42.713,-71.145
2,250696001013,42.545,-71.484
2,250969001537,42.013,-71.302
2,251101002755,42.082,-72.006
2,251104000428,42.106,-73.374
2,251206002105,41.758,-70.724
2,251224002298,42.042,-71.87
2,251299002142,42.391,-72.731
2,251326000763,42.4,-72.938
2,251329002254,42.061,-71.326
2,260000700848,43.839,-82.657
2,260198003944,42.038,-83.379
2,260306001623,44.112,-83.81
2,260348001954,43.188,-84.473
2,260360004059,44.047,-83.697
2,260402004088,45.702,-87.345
2,260543004198,41.944,-86.345
2,260657004260,42.847,-83.444
2,260828004388,43.943,-83.268
2,260867004416,41.918,-85.526
2,261056004523,44.726,-84.055
2,261160008626,42.341,-83.26
2,261542000532,43.174,-84.712
2,261560005221,46.117,-85.566
2,261597001669,45.843,-87.021
2,261716000906,43.16,-85.26
2,261755001109,47.143,-88.583
2,261803000962,42.451,-83.087
2,261833008580,42.408,-83.102
2,261947005612,46.459,-90.16
2,261980005637,41.954,-83.312
2,262070005733,47.194,-88.406
2,262241005959,44.234,-86.332
2,262349006024,42.894,-82.778
2,262400006079,44.653,-84.144
2,262604001854,45.783,-87.902
2,262622006275,43.244,-86.108
2,262649006293,44.365,-86.202
2,262655006299,46.87,-89.3
2,262694006308,47.118,-88.508
2,262769006354,43.258,-82.809
2,262820001277,44.064,-85.489
2,262976006554,42.272,-83.145
2,262979006558,41.839,-86.611
2,263255001251,43.072,-86.191
2,263264001909,43.298,-84.154
2,263294001321,44.011,-83.961
2,263351006885,44.279,-83.534
2,263375006922,42.09,-84.989
2,263492001150,43.397,-84.908
2,263519001494,42.523,-83.067
2,263585001404,44.42,-84.121
2,263666007813,42.82,-86.025
2,270000501769,43.734,-93.735
2,270000701468,43.697,-92.388
2,270000801515,47.854,-92.683
2,270000801517,47.174,-92.479
2,270000801522,48.052,-92.83
2,270000804456,47.888,-92.774
2,270000804509,46.966,-92.546
2,270001301103,44.225,-93.443
2,270002401742,48.194,-96.767
2,270010700920,48.696,-96.184
2,270012801649,44.73,-94.353
2,270013200820,44.227,-95.262
2,270032801201,45.308,-96.442
2,270032804386,45.309,-96.442
2,270038200536,46.006,-95.689
2,270038804736,43.697,-95.466
2,270264000048,44.887,-94.044
2,270303000079,43.673,-93.574
2,270354000162,48.781,-96.016
2,270444004166,47.492,-94.901
2,270579003609,44.846,-93.254
2,270624004780,45.075,-93.297
2,270630000368,46.128,-94.954
2,270711000279,45.593,-96.83
2,270732000304,43.959,-94.791
2,270741003629,45.491,-93.263
2,270747000321,44.711,-96.279
2,270810004620,45.181,-93.125
2,270933000374,44.323,-93.835
2,270936000376,47.608,-96.813
2,271009000429,44.93,-96.058
2,271026000447,46.878,-96.704
2,271108500157,46.181,-92.842
2,271188000578,46.29,-96.064
2,271221000588,46.93,-92.916
2,271302000649,48.146,-95.809
2,271304000152,43.698,-94.346
2,271317000939,47.244,-93.514
2,271368000707,44.506,-96.422
2,271386000711,46.319,-95.447
2,271401000723,46.992,-93.605
2,271419000732,45.734,-94.465
2,271422004108,44.872,-93.411
2,271503004176,44.853,-93.022
2,271554000772,44.464,-96.252
2,271575001630,44.661,-93.64
2,271807004317,44.458,-93.902
2,271839000856,44.386,-95.894
2,271878002208,44.174,-94.01
2,271881000885,45.233,-93.998
2,272124000932,44.953,-93.259
2,272124003141,44.99,-93.283
2,272124004264,44.989,-93.226
2,272145001093,46.43,-92.76
2,272385002665,44.966,-92.945
2,272817001243,46.566,-96.084
2,272829001249,43.819,-91.746
2,272835001254,46.328,-94.471
2,272895001257,44.201,-92.645
2,273180000993,43.995,-92.45
2,273239003576,44.735,-93.212
2,273243002667,45.015,-93.1
2,273246001399,46.482,-96.284
2,273252001404,45.829,-94.282
2,273333004657,45.113,-93.248
2,273384002999,44.971,-93.123
2,273888001681,46.706,-92.362
2,274066500035,44.032,-92.866
2,274185001744,48.911,-95.33
2,274275001811,46.32,-92.837
2,279144702316,48.78,-96.948
2,280018500065,33.858,-91.028
2,280018600088,33.879,-90.726
2,280018901165,33.468,-88.82
2,280099000114,33.264,-89.291
2,280177001320,30.407,-89.1
2,280183000316,31.852,-90.387
2,280222000426,31.698,-91.077
2,280225000432,31.604,-89.867
2,280261001175,33.413,-90.899
2,280282001246,31.236,-89.877
2,280285000553,34.955,-89.49
2,280351000683,30.315,-89.254
2,280366001010,34.221,-89.083
2,280375000722,34.579,-88.603
2,280447000993,32.273,-90.894
2,280447000995,32.378,-90.83
2,289999201195,32.341,-90.157
2,290285000001,38.399,-94.347
2,290288000003,37.11,-89.907
2,290306000015,36.691,-91.4
2,290320000024,38.484,-94.356
2,290327000027,37.315,-93.578
2,290348000029,39.894,-92.479
2,290414000039,36.526,-92.155
2,290417000041,38.365,-94.143
2,290489000058,37.046,-89.475
2,290507000065,37.06,-93.556
2,290525000072,36.884,-89.93
2,290561000106,39.469,-93.332
2,290570000117,36.787,-92.907
2,290579000124,40.15,-92.381
2,290582000126,39.59,-93.802
2,290600000142,39.967,-93.119
2,290609000146,39.791,-92.878
2,290615000153,38.789,-92.792
2,290617000155,37.458,-91.211
2,290645000163,40.439,-93.774
2,290648000165,38.464,-93.626
2,290699002580,38.005,-92.731
2,290705000179,36.493,-90.066
2,290708000181,40.129,-91.518
2,290817002425,36.685,-93.864
2,290843000245,36.923,-93.058
2,290873000256,38.592,-93.855
2,290912000268,36.456,-89.967
2,290981000283,38.105,-93.051
2,291002000318,39.164,-91.647
2,291011000324,37.502,-92.836
2,291020000327,36.541,-91.309
2,291026000330,40.197,-95.377
2,291032000334,38.508,-94.087
2,291044000344,37.482,-93.674
2,291052000352,38.205,-93.747
2,291095000374,36.773,-92.217
2,291110000380,36.931,-90.746
2,291128000392,40.183,-92.137
2,291131000400,37.868,-94.019
2,291224000486,36.696,-93.118
2,291266000530,39.909,-93.972
2,291290000539,39.228,-92.834
2,291293000541,37.387,-94.1
2,291323000560,40.27,-92.95
2,291350000573,39.607,-93.344
2,291353000575,37.615,-93.241
2,291368000596,39.272,-93.837
2,291368002039,39.43,-93.778
2,291431000648,37.94,-93.312
2,291432002371,37.91,-93.193
2,291437000666,39.306,-92.512
2,291533000698,38.093,-94.583
2,291539000700,36.933,-93.504
2,291542000702,38.086,-92.301
2,291566000742,38.763,-92.476
2,291614000744,37.34,-94.304
2,291620000759,40.258,-94.688
2,291640002914,39.003,-94.579
2,291640003150,39.046,-94.54
2,291686000934,36.601,-91.646
2,291842000988,37.258,-89.926
2,291845000990,37.455,-90.849
2,291908001029,38.464,-91.809
2,291935001045,37.311,-90.013
2,291938001048,37.97,-92.968
2,291984001054,39.471,-92.214
2,291992001059,39.192,-93.363
2,292016001072,37.481,-93.428
2,292028001074,39.843,-91.741
2,292037001079,37.431,-90.167
2,292064001107,39.789,-93.303
2,292070001126,40.472,-92.178
2,292075001128,40.512,-93.529
2,292082001138,38.335,-94.531
2,292094001143,40.198,-93.126
2,292112000183,36.928,-93.917
2,292166001190,40.351,-94.669
2,292172001197,36.572,-90.604
2,292175001200,36.563,-90.51
2,292188001220,39.771,-92.749
2,292194001222,39.018,-92.743
2,292214001228,37.92,-91.9
2,292247001230,40.379,-93.335
2,292250001232,37.393,-92.832
2,292271000006,40.039,-94.877
2,292277001256,40.472,-93.986
2,292298001314,40.235,-92.704
2,292319001333,39.985,-95.138
2,292325001337,39.752,-94.357
2,292327001339,38.019,-93.696
2,292331001341,38.705,-93.003
2,292340001349,36.582,-92.672
2,292364001406,37.515,-89.979
2,292541000227,39.55,-94.043
2,292562001501,36.815,-93.919
2,292640001548,36.815,-89.836
2,292643001550,37.86,-92.388
2,292649001558,40.376,-93.937
2,292817001733,37.662,-94.29
2,292838001752,38.679,-93.093
2,292868001771,39.671,-93.685
2,292874001430,37.006,-93.084
2,292886001797,37.222,-93.196
2,292886001810,37.175,-93.243
2,292913001866,38.255,-92.267
2,292934002029,40.219,-94.541
2,292952000089,37.691,-93.795
2,292958002045,37.817,-92.516
2,292970001392,39.233,-92.283
2,293030002070,39.587,-93.476
2,293060002102,39.982,-94.598
2,293069001557,38.551,-90.495
2,293072002118,37.777,-90.78
2,293081002127,36.961,-93.795
2,293087002133,38.186,-91.943
2,293090002135,40.442,-95.051
2,293114002165,38.065,-90.745
2,293146002180,37.895,-93.544
2,293156002198,39.13,-93.982
2,293183002226,38.439,-91.993
2,293192002234,37.942,-93.402
2,293225002261,39.871,-94.144
2,300000800023,45.595,-106.271
2,300171000001,45.514,-109.447
2,300186000003,47.004,-114.481
2,300207000016,45.6,-111.103
2,300222000019,47.164,-114.082
2,300230000022,45.395,-110.672
2,300243000024,47.491,-112.398
2,300264000029,48.139,-104.226
2,300285000037,48.174,-114.424
2,300380000056,45.832,-109.95
2,300382000057,48.065,-114.078
2,300426000100,46.869,-113.872
2,300438000102,46.235,-112.122
2,300444000103,48.316,-110.01
2,300480000117,45.296,-108.92
2,300489000121,46.103,-108.878
2,300498000743,46.322,-111.52
2,300501000124,48.152,-104.915
2,300546000160,45.712,-108.637
2,300585000168,47.56,-111.55
2,300599000172,48.226,-114.122
2,300611200176,47.44,-114.174
2,300679000186,47.417,-105.592
2,300687000189,46.773,-113.714
2,300733000209,48.172,-111.948
2,300783000224,48.147,-104.52
2,300813000231,46.127,-107.556
2,300828000237,46.027,-114.178
2,300870000249,48.291,-114.174
2,300886000253,47.317,-109.94
2,300888000254,46.932,-114.093
2,300903000222,47.316,-114.319
2,300912000260,48.396,-108.249
2,300972000273,45.741,-108.68
2,300993000278,45.348,-111.733
2,301014000280,47.616,-111.976
2,301021000282,47.85,-104.049
2,301023000283,48.197,-114.222
2,301092000294,48.224,-114.279
2,301095000296,48.369,-114.458
2,301142000310,48.058,-106.047
2,301155000314,48.336,-104.488
2,301165000316,45.393,-108.912
2,301167000318,48.093,-105.56
2,301179000320,45.591,-111.2
2,301182000321,45.032,-110.711
2,301221000332,47.603,-110.27
2,301227000334,47.258,-110.493
2,301242000880,48.196,-106.619
2,301284000616,46.329,-113.296
2,301296000351,47.024,-108.801
2,301311000068,47.639,-111.861
2,301331000394,45.734,-107.616
2,301353000403,45.699,-111.785
2,301366000097,47.998,-108.688
2,301380000426,48.255,-114.256
2,301407000436,47.584,-110.797
2,301434000443,48.395,-107.084
2,301443000445,46.998,-109.874
2,301464000448,47.609,-114.665
2,301476000453,46.293,-107.231
2,301520000463,45.487,-108.974
2,301534000467,47.319,-106.907
2,301557000130,48.122,-114.457
2,301599000492,47.685,-104.622
2,301611000241,45.644,-110.945
